tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,same_as_wikidata_municipio,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Isabel Colbrand 22  ,CALLE,Isabel Colbrand,22,,,28050,EN RECEPCION. PARED LATERAL BANCO DE SABADELL. CARDIAC FUTURE IDEA,442408,4484582,L A V 8 A 17,2018-913
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Serrano 71  ,CALLE,Serrano,71,,,28006,EN RECEPCION. PARED FRONTAL BANCO SABADELL.  CARDIAC FUTURE IDEA,441734,4476143,L A V 8-17,2018-914
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,TRVA de Felipe de Diego 13  ,TRVA,Felipe de Diego,13,,,28018,CENTRO CULTURAL PACO RABAL. EN LA RECEPCION COMUNIDAD DE MADRID,443877,4470084,,2018-917
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Adolfo Bioy Casares 2  ,CALLE,Adolfo Bioy Casares,2,,,28051,"ZONA ""PUNTO CERO"" MOSTRADOR DE ATENCION AL CLIENTE DENTRO DE LINEA DE CAJAS. CARREFOUR VALLECAS LA GAVIA",449278,4468758,10-22,2018-942
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Fernandez de la Hoz 12 BAJA ,CALLE,Fernandez de la Hoz,12,BAJA,,28010,CC.OO. CONFEDERACION SINDICAL COMISIONES OBRERAS,441032,4475770,L A V 9-15,2018-989
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Manuel Cortina 11 1ª 3,CALLE,Manuel Cortina,11,1ª,3,28010,CCOO UNIDAD ADMINISTRATIVA REC. ,440826,4475806,L A V 9-17,2018-991
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 1  ,AVDA,Manoteras,1,,,28050,ARMARIO SUPERIOR EN GARITA DE CONTROL. ACCESO AL CENTRO AGENCIA MADRILENA DE ATENCION SOCIAL,443095,4482268,9.30-16.30,2018-1014
Centro educativo,Privada,004,El Alamo,https://wikidata.org/entity/Q1984836,CMNO de Villamanta 0  ,CMNO,Villamanta,0,,,28607,EN SECRETARIA COLEGIO LOS NOGALES,414988,4454285,9-18,2018-1024
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Ana de Austria 6 1ª ,CALLE,Ana de Austria,6,1ª,,28050,EN EL HALL QUE DA A LAS PISTAS DE BALONCESTO Y POLIDEPORTIVO COLEGIO VALDEFUENTES,443633,4482454,,2018-1026
Centro educativo,Privada,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CTRA de Boadilla-Madrid km5.3  ,CTRA,Boadilla-Madrid,km5.3,,,28660,EN LA FACULTAD DE MEDICINA FUNDACION UNIVERSITARIA SAN PABLO CEU,429029,4472464,8.30-19,2018-1027
Centro educativo,Privada,022,Boadilla del Monte,https://wikidata.org/entity/Q1641013,CTRA de Boadilla-Madrid KM5.3  ,CTRA,Boadilla-Madrid,KM5.3,,,28660,COLEGIO CEU MONTEPRINCIPE (Gimnasio) FUNDACION UNIVERSITARIO SAN PABLO CEU,429029,4472464,8.30-19,2018-1034
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Martin de los Heros 60  ,CALLE,Martin de los Heros,60,,,28008,COLEGIO CLAUDIO COELLO FUNDACION UNIVERSITARIA SAN PABLO CEU,439171,4475585,8.30-19,2018-1041
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de Juan XXIII 8  ,PASEO,Juan XXIII,8,,,28040,FACULTAD HUMANIDADES FUNDACION UNIVERSITARIA SAN PABLO CEU,438965,4477369,8.30-19,2018-1042
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de Juan XXIII 10  ,PASEO,Juan XXIII,10,,,28040,FACULTAD HUMANIDADES FUNDACION UNIVERSITARIA SAN PABLO CEU,438983,4477400,,2018-1043
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE Via de los Poblados 1 3ª ,CALLE,Via de los Poblados,1,3ª,,28033,UNION FENOSA GAS ,446203,4480906,9-18,2018-1069
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,130,San Fernando de Henares,https://wikidata.org/entity/Q842211,PASEO de los Pinos 0  ,PASEO,los Pinos,0,,,28830,BOTIQUOIN CENTRAL POLIDEPORIVO MUNICIPAL JUSTO GOMEZ SALTO AYTO. SAN FERNANDO DE HENARES,455591,4475761,,2018-1074
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Emilio Vargas 6 2ª ,CALLE,Emilio Vargas,6,2ª,,28043,HALL DE ENTRADA AL NUCLEO CD AXA SEGUROS GENERALES,444496,4477659,7.30-18,2018-1131
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Ramiro de Maeztu 7 -1 ,CALLE,Ramiro de Maeztu,7,-1,,28040,EN LOCAL DE SERVICIO MEDICO DEL RECTORADO.CIUDAD UNIVERSITARIA RECTORADO UNIVERSIDAD POLITECNICA DE MADRID,439011,4477823,,2018-1149
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE ETS DE INGENIERIA CIVIL 3 2ª ,CALLE,ETS DE INGENIERIA CIVIL,3,2ª,,,UNIVERSIDAD POLITECNICA DE MADRID,441762,4473195,,2018-1154
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Valencia 3  ,CALLE,Valencia,3,,,28012,EN LA CONSERJERIA ETS DE INGENIERIA Y DISENO IDUSTRIAL. UPM,440615,4473008,,2018-1155
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de la Memoria 4  ,AVDA,Memoria,4,,,28040,ACCESO DESDE PLAZA CARDENAL CISNEROS.INGENIEROS NAVALES UNIVERSIDAD POLITECNICA DE MADRID,438604,4476740,,2018-1156
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Jose Gutierrez Abascal 2 0 ,CALLE,Jose Gutierrez Abascal,2,0,,28006,CONSERJERIA DE LA ESCUELA. ETS DE INGENIEROS INDUSTRIALES. EDIFICIO PRINCIPAL. UNIVERSIDAD POLITECNICA DE MADRID,441478,4476863,7.30-22 DIAS LABORABLES,2018-1163
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Jose Antonio Novais 10  ,CALLE,Jose Antonio Novais,10,,,28040,ETSI DE MONTES UNIVERSIDAD POLITECNICA DE MADRID,438662,4477810,,2018-1164
Centro educativo,Privada,014,Arganda del Rey,https://wikidata.org/entity/Q497692,CALLE Venezuela 23 2ª ,CALLE,Venezuela,23,2ª,,28500,EN LA CLASE DE LAS LUNAS ESCUELA INFANTIL CHUPETES,461432,4462008,,2018-1176
Centro educativo,Privada,058,Fuenlabrada,https://wikidata.org/entity/Q54902,CALLE Miguel de Unamuno 34 abaja ,CALLE,Miguel de Unamuno,34,abaja,,28944,EDIFICIO PRINCIPAL FONDO PASILLO JUNTO A BANO INTEGRACION CEIP GREEN PEACE,432983,4459825,,2018-1177
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Pez Volador 1 0 ,CALLE,Pez Volador,1,0,,28007,HALL PRINCIPAL. EDIFICIO 1 JUNTO A RECEPCION. AYRE GRAN HOTEL COLON. FST HOTELS SL,443219,4473813,,2018-1182
Establecimiento hotelero con mas de 100 plazas,Privada,058,Fuenlabrada,https://wikidata.org/entity/Q54902,CALLE de Hungria 12  ,CALLE,Hungria,12,,,28943,RECEPCION HOTEL LCB FUENLABRADA,447603,4474368,,2018-1184
Otros,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CALLE Jose Isbert 2  ,CALLE,Jose Isbert,2,,,28223,HALL DEL EDIFICIO JUNTO A RECEPCION LABORATORIOS FARMACEUTICOS ROVI SA,432988,4471983,8-19,2018-907
Establecimiento dependiente de una Administracion Publica,Publica,131,San Lorenzo de El Escorial,https://wikidata.org/entity/Q371748,CALLE Floridablanca 20  ,CALLE,Floridablanca,20,,,28200,TEATRO REAL COLISEO. ENEL PASILLO ZONA PLATEAS COMUNIDAD DE MADRID,402926,4493974,,2018-916
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Cea Bermudez 1 0 ,CALLE,Cea Bermudez,1,0,,28003,TEATROS DEL CANAL COMUNIDAD DE MADRID,440210,4476654,,2018-918
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA de Antonio Maria Segovia s/n  ,PLAZA,Antonio Maria Segovia,s/n,,,28031,JUNTO A RECEPCION EN VESTIBULO DE ENTRADA COMUNIDAD DE MADRID,447894,4470232,,2018-919
Establecimiento dependiente de una Administracion Publica,Publica,131,San Lorenzo de El Escorial,https://wikidata.org/entity/Q371748,CALLE TEATRO AUDITORIO EL ESCORIAL. EN EL GUARDARROPA DEL HALL s/n  ,CALLE,TEATRO AUDITORIO EL ESCORIAL. EN EL GUARDARROPA DEL HALL,s/n,,,,COMUNIDAD DE MADRID,403332,4494092,,2018-920
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Cea Bermudez 1  ,CALLE,Cea Bermudez,1,,,28003,TEATROS DEL CANAL. JUNTO A RECEPCION COMUNIDAD DE MADRID,440210,4476654,,2018-921
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santiago de Compostela 100  ,CALLE,Santiago de Compostela,100,,,28035,EN EL HALL DE ENTRADA ACERINOX SA,439264,4481338,,2018-996
Otros,Privada,130,San Fernando de Henares,https://wikidata.org/entity/Q842211,CALLE Grabadores 3 BAJA ,CALLE,Grabadores,3,BAJA,,28850,"JUNTO A CADENA DE MONTAJE, PLANTA BAJA RENOVAGY",457429,4477393,L A V 7-23,2018-1005
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CMNO Huertas   ,CMNO,Huertas,,,,28223,PRADILLO. CONTROL POLIDEPORTIVO CENTRO DEPORTIVO AYTO. POZUELO DE ALARCON,430883,4477023,,2018-1058
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Alonso Heredia 2  ,CALLE,Alonso Heredia,2,,,28028,"EN PUESTO DE CONTROL, ENTRADA DEL CENTRO PLANTA CALLE CENTRO DEPORTIVO. AYTO. POZUELO DE ALARCON",442949,4476410,9-20,2018-1060
Centro educativo,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CALLE Octavio Paz 29  ,CALLE,Octavio Paz,29,,,28806,CLUB DEPORTIVO COLEGIO CONCERTADO GSD ALCALA,469267,4483792,7-22.30,2018-256
Otros,Publica,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,CMNO Huertas 38  ,CMNO,Huertas,38,,,28223,CONTROL PABELLON DEPORTIVO EL TORREON POLIDEPORTIVO MUNICIPAL. AYTO. POZUELO,430883,4477023,,2018-1072
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Burgos 89 F  ,AVDA,Burgos,89 F,,,,HALL ENTRADA VESTIBULO PPAL JUNTO PUESTO CONTROL EDIFICIO 6 ADEQUA TECNICAS REUNIDAS SA,443193,4482816,,2018-1115
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Burgos 89C  ,CALLE,Burgos,89C,,,28039,HALL ENTRADA VESTIBULO PPAL JUNTO PUESTO CONTROL TEDIFICIO 3 ADEQUA ECNICAS REUNIDAS S.A.,442913,4482742,,2018-1116
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE Campus Sur 2  ,CALLE,Campus Sur,2,,,28031,"ETSI EN TOPOGRAFIA, GEODSIA Y CARTOGRAFIA. EN CONSERJERIA UNIVERSIDAD COMPLUTENSE DE MADRID",446545,4471163,,2018-1145
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,PLAZA del Cardenal Cisneros 3  ,PLAZA,Cardenal Cisneros,3,,,28040,EN LA CONSERJERIA DEL HALL DEL EDIFICIO PRINCIPAL. ETSI AERONAUTICA Y DEL ESPACIO. UNIV. POLIT. MADRID,438501,4476900,7.30-22,2018-1146
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Jose Antonio Novais 10  ,CALLE,Jose Antonio Novais,10,,,28040,E.U.I.T. FORESTAL. UNIVERSIDAD POLITECNICA DE MADRID,438661,4477810,,2018-1157
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Profesor Aranguren 3 0 ,CALLE,Profesor Aranguren,3,0,,28040,"EN EL VESTIBULO DE LA ENTRADA PRINCIPAL DEL EDIFICIO ETS INGENIER DE CAMINOS, CANALES Y PTOS. UNIVERSIDAD POLITECNICA DE MADRID",437754,4477861,7-22,2018-1161
Centro educativo,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Alan Turing S/N 1ª ,CALLE,Alan Turing,S/N,1ª,,28031,FRENTE A PUERTA DE CONSERJERIA PRINCIPAL. ETSI DE DE SISTEMAS INFORMATICOS. UNIVERSIDAD POLITECNICA DE MADRID,446781,4471186,L A V 7.30-21.45,2018-1162
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,074,Leganes,https://wikidata.org/entity/Q77433,CALLE Mondragon 1 1ª ,CALLE,Mondragon,1,1ª,,28917,ZONA ASEOS OESTE CENTRO COMERCIAL SASMBIL OUTLET MADRID,434069,4467936,HORARIO COMERCIAL,2018-1168
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,074,Leganes,https://wikidata.org/entity/Q77433,CALLE Mondragon 1 2ª ,CALLE,Mondragon,1,2ª,,28917,ZONA ASEOS OESTE CENTRO COMERCIAL SAMBIL OUTLET MADRID,434069,4467936,HORARIO COMERCIAL,2018-1169
Centro educativo,Privada,115,Pozuelo de Alarcon,https://wikidata.org/entity/Q639422,AVDA Bularas 1 BAJA ,AVDA,Bularas,1,BAJA,,28224,ZONA CENTRAL DE AULAS ESCUELAS PIAS DE SAN FERNANDO,431176,4477666,HORARIO ESCOLAR,2018-1171
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE RECEPCION EDIFICIO A. 10  ,CALLE,RECEPCION EDIFICIO A.,10,,,,LA SALLE CENTRO UNIVERSITARIO,433707,4479813,,2018-1172
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de La Salle 10  ,CALLE,La Salle,10,,,28023,RECEPCION EDIFICIO C LA SALLE CENTRO UNIVERSITARIO,433707,4479813,,2018-1173
Otros,Privada,123,Rivas-Vaciamadrid,https://wikidata.org/entity/Q644481,CALLE Mariano Fortuny 2 BAJA ,CALLE,Mariano Fortuny,2,BAJA,,28522,OFICINA JUSTO ENTRADA DE LA NAVE ECOHISPANICA,454696,4466061,,2018-1185
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Aragon 400  ,AVDA,Aragon,400,,,28022,back recepcion - centralita pta. baja CENTRO COMERCIAL PORTUGAL,452632,4477753,24H,2018-1191
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Pez Volador 1 0 ,CALLE,Pez Volador,1,0,,28007,EN EL HALL PRINCIPAL DEL EDIFICIO 2 JUNTO A RECEPCION AYRE GRAN HOTEL COLON,443219,4473813,,2018-1192
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Santa Petronila 1  ,CALLE,Santa Petronila,1,,,28021,"A LA ENTRADA DE TIENDA, EN DEPTO. ATENCION CLIENTE Y CAJAS MEDIA MARKT VILLAVERDE",441229,4466975,10-22,2018-1194
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Barquillo 21 BAJA ,CALLE,Barquillo,21,BAJA,,28004,CUARTO ENTRE PATIO 1 Y PASILLO DE PERSONAL FST HOTELS,440978,4474853,,2018-1196
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Sebastian Herrera 21-23 BAJA ,CALLE,Sebastian Herrera,21-23,BAJA,,28012,HALL DE ENTRADA. EN SECRETARIA COLEGIO SAN SATURIO,440697,4472848,,2018-1199
Otros,Privada,065,Getafe,https://wikidata.org/entity/Q8802,CALLE Eratostenes 12  ,CALLE,Eratostenes,12,,,28906,POLIGONO INDUSTRIAL EL LOMO HERMANDAD FARMACEUTICA DEL MEDITERRANEO,440666,4460682,,2018-1207
Establecimiento hotelero con mas de 100 plazas,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Aragon 400 baja ,AVDA,Aragon,400,baja,,28022,HOTEL MARRIOTT MADRID AUDITORION Recepcion. Planta Baja,452632,4477753,,2018-1211
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del General Lacy 23  ,CALLE,General Lacy,23,,,28045,"NAVE ESTE SAVILLS AGUIRRE NEWMAN, S.A.U.",441417,4472533,8-19,2018-1213
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Genova 27 0 ,CALLE,Genova,27,0,,28004,EN LA RECEPCION DEL EDIFICION GMP,441296,4475271,24H,2018-929
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Isabel Colbrand 22 0 ,CALLE,Isabel Colbrand,22,0,,28050,VESTIBULO PRINCIPAL AL LADO RECEPCION DEL EDIFICIO GMP,442408,4477259,24H,2018-930
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,123,Rivas-Vaciamadrid,https://wikidata.org/entity/Q644481,AVDA de la Tecnica  0 ,AVDA,Tecnica,,0,,,EN GALERIA COMERCIAL FRENTE AL MOSTRADOR DE ATENCION AL CLIENTE CENTRO COMERCIAL RIVAS,454363,4465827,10-22,2018-950
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Doctor Fleming 54 1ª izq,CALLE,Doctor Fleming,54,1ª,izq,28036,CLINICA FEDERICO HERRERO CLIMENT ,441715,4479355,,2018-966
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Convenio 7 0 ,CALLE,Convenio,7,0,,28053,DENTRO DEL DESPCHO MEDICO Y ENFERMERIA RESIDENCIA NUESTRA SENORA DE VALVERDE,442942,4471644,24 H,2018-973
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,006,Alcobendas,https://wikidata.org/entity/Q487679,"CTRA Nacional I (Variante Alcobendas) km14,5  ",CTRA,Nacional I (Variante Alcobendas),"km14,5",,,,PLANTA CALLE. EN LA ENTRADA DEL CENTRO JUNTO A ASEOS CENTRO COMERCIAL ALCOBENDAS,444786,4486455,10-22,2018-974
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Miguel Yuste 40  ,CALLE,Miguel Yuste,40,,,28037,EN EL SERVICIO MEDICO EDICIONES EL PAIS S.L.,447061,4476497,24H,2018-978
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Longares 6 BAJA ,CALLE,Longares,6,BAJA,,28022,"ESCUELA SINDICAL DE CCOO ""JUAN MUNIZ ZAPICO"" CONFEDERACION SINDICAL COMISIONES OBRERAS",448266,4475890,L A V 9-17,2018-987
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Sagasta 13 BAJA B,CALLE,Sagasta,13,BAJA,B,28004,EN CONSERJERIA EN PLANTA CALLE AGENCIA MADRILENA DE ATENCION SOCIAL,440626,4475587,9-20,2018-1010
Centro educativo,Publica,149,Torrejon de la Calzada,https://wikidata.org/entity/Q960213,CALLE Miguel Hernandez 2 BAJA ,CALLE,Miguel Hernandez,2,BAJA,,28991,EN EL DESPACHO DE LA JEFATURA DE ESTUDIOS I.E.S. MIGUEL DELIBES,431486,4449552,,2018-1011
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del Pez Austral 13  ,CALLE,Pez Austral,13,,,28007,EN LA ENFERMERIA EN EL POLIDEPORTIVO DEL CENTRO COLEGIO AGUSTINIANO,443565,4473704,L A V HASTA 21 HORAS,2018-1012
Centro educativo,Privada,152,Torrelodones,https://wikidata.org/entity/Q542958,AVDA de la Dehesa 89  ,AVDA,Dehesa,89,,,28250,HALL DE ENTRADA PRINCIPAL JUNTO A DESPACHOS DE DIRECCION CENTRO EDUCATIVO PENALAR,420726,4492521,,2018-1025
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Guadalajara 28  ,AVDA,Guadalajara,28,,,28032,EN EL EDIFICIO DEL COLEGIO COLEGIO INTERNACIONAL J.H. NEWMAN,447786,4474668,7.30-23.30,2018-1061
Otros,Privada,083,Meco,https://wikidata.org/entity/Q1646210,CALLE Hermes 26 BAJA ,CALLE,Hermes,26,BAJA,,28880,POLIGONO INDUSTRIAL RADIAL II. ENVESTIBULO PRINCIPAL DE ENTRADA DESTINALOGISTIC S.A.,473830,4487069,,2018-1062
Centro educativo,Privada,005,Alcala de Henares,https://wikidata.org/entity/Q46940,CALLE Octavio Paz 29  ,CALLE,Octavio Paz,29,,,28806,HALL DE ENTRADA COLEGIO CONCERTADO GSD ALCALA,469267,4483792,7-22.30,2018-233
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Poblados 58 BAJA ,AVDA,los Poblados,58,BAJA,,28044,EDIFICIO 1 FRENTE ALNUCLEO DE ACCESO A ASEOS CENTRO COMERCIAL PLAZA DE ALUCHE,435239,4470864,,2018-1080
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Hermanos Garcia Noblejas 19  ,AVDA,los Hermanos Garcia Noblejas,19,,,28037,ENTRADA AL COMEDOR ROBERT BOSCH SLU,446389,4476456,24H,2018-1111
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Hermanos Garcia Noblejas 19  ,AVDA,los Hermanos Garcia Noblejas,19,,,28037,"EN CALLE CENTRAL, EDIFICIO 120 ROBERT BOSCH SLU",446228,4476385,24 H,2018-1112
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de los Hermanos Garcia Noblejas 19  ,AVDA,los Hermanos Garcia Noblejas,19,,,28037,EN PORTERIA ROBERT BOSCH SLU,446122,4476227,24H,2018-1113
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Sierra Nevada 16  ,CALLE,Sierra Nevada,16,,,28018,BOTIQUIN PLANTA BAJA TEN EL CENTRO TECNOLOGICO JOSE LLADO ECNICAS REUNIDAS S.A.,457509,4477972,,2018-1117
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Burgos 89E  ,AVDA,Burgos,89E,,,,HALL ENTRADA VESTIBULO PPAL. JUNTO PUESTO CONTROL EDIFICIO 5 ADEQUA TECNICAS REUNIDAS S.A.,442992,4482585,,2018-1118
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Quintanavides 2  ,CALLE,Quintanavides,2,,,28050,HALL ENTRADA VESTIBULO PPAL. JUNTO PUESTO CONTROL EDIFICIO GORBEA 5 TECNICAS REUNIDAS SA,443485,4483112,,2018-1119
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE de Arapiles 14 BAJA ,CALLE,Arapiles,14,BAJA,,28015,"HALL DE ENTRADA, VESTIBULO PRINCIPAL JUNTO AL PUESTO DE CONTROL Y Y ACCESO AL EDIFICIO.   TECNICAS REUNIDAS S.A.",439949,4476049,,2018-1120
Centro educativo,Privada,023,El Boalo-Cerceda-Mataelpino,https://wikidata.org/entity/Q5821018,AVDA de los Plantios 3  ,AVDA,los Plantios,3,,,28412,- EIPS COLEGIO MONTESCLAROS,421622,4506264,,2018-1127
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,PASEO de la Habana 70 BAJA ,PASEO,Habana,70,BAJA,,28036,CENTRO UNIVERSITARIO SAN RAFAEL - NEBRIJA FUNDACION SAN JUAN DE DIOS,441952,4478284,,2018-1128
Otros,Privada,007,Alcorcon,https://wikidata.org/entity/Q10372,AVDA Europa S/N  ,AVDA,Europa,S/N,,,28922,C.C. PARQUE OESTE ALCORCON. ENTRADA ENTRE SEGURIDAD Y CAFETERIA LEROY MERLIN,427749,4466085,7.30-22,2018-1174
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Pio XII 102  ,AVDA,Pio XII,102,,,28036,HALL DE ENTRADA ACS,442618,4480525,HORARIO DE OFICINA,2018-1175
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CMNO de las Hormigueras 172  ,CMNO, Hormigueras,172,,,28031,"HOLL ENTRADA. EDIFICIO IBERMATICA IBERMATICA, S.A.",446202,4469712,,2018-1187
Otros,Privada,092,Mostoles,https://wikidata.org/entity/Q187826,AVDA de las Nieves 16  ,AVDA, Nieves,16,,,28933,"EN LA OFICINA PRINCIPAL DE ATENCION AL PUBLICO, EN EL CLUB NOVOPADEL",425276,4466969,10-22,2018-1198
Centro de trabajo con mas de 250 trabajadores,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA Central 60 1ª ,AVDA,Central,60,1ª,,28042,"POLIGONO LAS REJAS. ENPASILLO ENTRE ZONAS DE COMEDOR, VESTUARIOS Y OFICINAS.  NEWREST SERVAIR SL",452868,4478550,24 H,2018-1208
Centro educativo,Privada,161,Valdemoro,https://wikidata.org/entity/Q840373,CALLE Carmen Martin Gaite 3  ,CALLE,Carmen Martin Gaite,3,,,28341,EN EL GIMNASIO DEL CENTRO COLEGIO NOBELIS,440595,4449539,7-22,2018-1209
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,CALLE del General Lacy 23 Baja ,CALLE,General Lacy,23,Baja,,28045,"Recepcion SAVILLS AGUIRRE NEWMAN, S.A.U.",441395,4472548,8-19,2018-1212
Centro educativo,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Niza 24  ,AVDA,Niza,24,,,28022,COLEGIO LAS ROSAS HALL DESPACHOS JUNTO A SECRETARIA,448504,4475812,L A V DE 8:00 A 17:00 (ESCEPTO JULIO Y AGOSTO),2017-152
Otros,Privada,079,Madrid,https://wikidata.org/entity/Q2807,AVDA de Manoteras 46 BIS 5ª ,AVDA,Manoteras,46 BIS,5ª,,28050,CNAT AIE ,443765,4482067,DIURNA,2018-1217
